names.node_leaves.x..,X.Intercept.,age,sexmale,bmi,children,smokeryes,regionnorthwest,regionsoutheast,regionsouthwest,,,
84866,-945.9836909,200.5793273,NA,NA,NA,NA,NA,NA,NA,,,
21217,-4942.17784,323.2588605,NA,-3.944514558,-1461.235577,NA,NA,NA,NA,,,
42435,-3183.541214,267.1382518,NA,-23.03315698,NA,NA,NA,NA,NA,,,
84870,-3542.3978,258.1953783,NA,NA,NA,NA,NA,NA,NA,,,
10609,210157.7994,-4833.2787,NA,NA,NA,NA,NA,NA,NA,,,
5305,-9327.3182,375.2968938,813.5057446,7.576012717,-86.05449316,35663.29993,-1349.954093,-145.5811668,1709.10341,,,
10610,68006.26521,-1383.354935,NA,NA,NA,NA,NA,NA,NA,,,
10611,-11678.86444,410.6843534,2702.103371,14.99367471,-1361.766395,35142.03258,-2737.199708,1845.793297,NA,,,
21222,8341.92,30.07373333,-2716.463467,NA,NA,NA,NA,NA,NA,,,
42445,5625.456533,30.07373333,NA,NA,NA,NA,NA,NA,NA,,,
21223,-104452.6429,-811.3905435,-29631.99409,4647.259753,14645.67077,NA,NA,NA,NA,,,
42446,71910.69642,-1348.149045,28184.22782,NA,NA,NA,NA,NA,NA,,,
84892,403075.3733,-8394.206,NA,NA,NA,NA,NA,NA,NA,,,
42447,-128965.2876,3389.137338,NA,NA,NA,NA,NA,NA,NA,,,
2653,-38355.61584,1121.312546,8982.40526,NA,NA,NA,NA,NA,NA,,,
5306,-38355.61584,1121.312546,NA,NA,NA,NA,NA,NA,NA,,,
1327,-2115.986127,40.02787651,-4112.561199,231.3539026,2750.151511,16632.20316,4393.235344,-357.2480313,-3770.955455,,,
2654,10979.58141,-99.15400773,392.0672983,-197.5563061,2905.69341,10088.89063,9077.455112,-2990.56324,3250.719882,,,
5308,16752.63968,-195.1224141,-437.5638857,-349.1828206,3453.21017,10618.00994,10554.33811,-1146.995524,6565.372907,,,
10616,26916.74102,-367.7218244,-2749.796414,-597.0635945,5092.304078,13001.30447,11253.43544,NA,12649.34246,,,
21233,35666.2653,-444.7834923,-23.70221132,-840.0074737,4842.539442,9028.908171,12855.05098,NA,13550.4906,,,
42466,-1918.953185,229.0382853,13314.4443,NA,NA,NA,NA,NA,NA,,,
84933,2203.73595,NA,13314.4443,NA,NA,NA,NA,NA,NA,,,
42467,-26637.26106,-484.115108,-25189.54889,1055.75461,13799.79739,NA,NA,NA,NA,,,
84935,80526.65001,-397.6228472,-6316.680684,-1598.958343,NA,NA,NA,NA,NA,,,
169871,-13572.0485,473.80945,1710.0902,NA,NA,NA,NA,NA,NA,,,
339742,-13572.0485,473.80945,NA,NA,NA,NA,NA,NA,NA,,,
10617,-270952.7408,-1355.497026,-50841.477,11523.71171,-10243.64324,58915.97634,57091.2264,NA,NA,,,
21234,7271.042631,375.4080472,NA,NA,NA,NA,NA,NA,NA,,,
21235,75937.9316,258.559558,10163.2846,-2973.582669,6669.622105,NA,NA,NA,NA,,,
42471,359047.3971,279.2910654,48030.86374,-13635.50078,NA,NA,NA,NA,NA,,,
84942,-28609.88999,1318.998,5999.432597,NA,NA,NA,NA,NA,NA,,,
169884,-36609.13345,1652.299811,NA,NA,NA,NA,NA,NA,NA,,,
5309,-3425.24701,279.5976172,-1047.48069,NA,NA,NA,NA,NA,NA,,,
10619,-2953.8807,253.4106,NA,NA,NA,NA,NA,NA,NA,,,
2655,-73609.56683,773.2260928,-608.2943606,1163.67517,9320.597006,31856.95988,11182.65016,-4134.548216,31912.87036,,,
5310,7440.298472,431.5791142,-2835.691734,-562.8714835,-666.4303676,22815.62881,NA,NA,NA,,,
10621,57011.41605,1135.228952,-16597.69264,-3111.068427,-2668.212807,NA,NA,NA,NA,,,
21242,-4855.0094,297.5075857,97.40927143,NA,NA,NA,NA,NA,NA,,,
42484,-5673.24728,316.98944,NA,NA,NA,NA,NA,NA,NA,,,
21243,-43565.65444,2384.370023,NA,NA,NA,NA,NA,NA,NA,,,
5311,-179838.9128,794.9477119,44133.06864,5455.86975,NA,NA,NA,NA,NA,,,
10622,29557.3682,-335.9052909,-5341.750227,NA,NA,NA,NA,NA,NA,,,
21244,-7167.164612,331.8134875,NA,NA,NA,NA,NA,NA,NA,,,
83,-11339.76097,279.4462022,570.6185773,293.0815275,-830.0399399,23140.23451,3038.199753,-696.0675912,-2974.1319,,,
166,-11799.09278,303.0220208,634.6124744,271.2708715,-758.9926393,24194.83135,3399.3614,-325.0851105,-4526.071346,,,
332,-11884.55085,303.4224972,402.5517283,271.5867762,-738.0359459,24030.39468,3448.714038,-21.13136887,-4276.551751,,,
664,-18018.28495,78.73761754,-2346.39835,709.5044766,-665.56681,23314.94422,-3796.175992,2665.709838,-2530.628054,,,
1328,-92152.51338,3209.667869,NA,NA,NA,NA,NA,NA,NA,,,
1329,20569.59848,479.7692964,5016.475518,-988.3190886,-457.3879395,4578.774031,4998.094844,3030.532661,285.4290546,,,
2658,-15101.8672,349.6186549,180.5296844,237.0780817,NA,NA,NA,NA,NA,,,
5316,-3444.145225,248.267775,-238.505825,NA,NA,NA,NA,NA,NA,,,
10633,-4289.756786,269.9501227,NA,NA,NA,NA,NA,NA,NA,,,
2659,-17699.36701,62.94424741,-181.4893152,917.6666714,-2807.609616,29844.67526,-9225.39052,1910.406929,-10493.48562,,,
5318,-192566.0234,-2584.721524,-41726.42567,10415.64988,-4874.792728,135620.3836,-90199.63089,-17982.24515,-57091.40095,,,
10636,1682.657801,141.8533028,686.3568772,12.54666902,573.1876288,10388.95532,-2650.068195,-4025.048119,NA,,,
21272,-2431.458828,245.7471724,NA,NA,NA,NA,NA,NA,NA,,,
21273,8115.839976,223.6843872,2018.845224,-318.7532679,743.1444964,8157.318947,NA,NA,NA,,,
42546,-8359.260917,865.5232724,5531.304519,-185.4564111,NA,NA,NA,NA,NA,,,
85092,22868.3724,-118.3364,NA,NA,NA,NA,NA,NA,NA,,,
85093,-11636.2757,724.5764,NA,NA,NA,NA,NA,NA,NA,,,
42547,-4332.3739,299.4921438,NA,NA,NA,NA,NA,NA,NA,,,
10637,16831.35293,-11.65977233,NA,NA,NA,NA,NA,NA,NA,,,
5319,-456.049282,193.086182,NA,NA,NA,NA,NA,NA,NA,,,
665,7281.242021,-41.5509665,1391.126054,459.0183593,5702.027551,NA,-2332.759007,-18414.55363,-12554.27322,,,
1330,-4560.24652,352.2083605,102.4873918,-148.1192619,NA,NA,NA,2677.730608,-195.7569005,,,
2660,-2651.55112,213.1737467,NA,NA,NA,NA,NA,NA,NA,,,
2661,-1287.99498,208.7421083,-3062.216187,73.87880734,NA,NA,NA,NA,NA,,,
5322,-2939.626416,225.6389065,NA,NA,NA,NA,NA,NA,NA,,,
5323,-35914.28885,815.441625,NA,NA,NA,NA,NA,NA,NA,,,
1331,16628.69807,87.37228784,-1613.281644,-472.6888295,534.8062713,NA,27397.11046,NA,NA,,,
2662,-6506.954032,328.5206614,NA,NA,NA,NA,NA,NA,NA,,,
2663,56433.58898,23.50549544,-32684.04499,-697.6599182,NA,NA,NA,NA,NA,,,
5327,17326.62313,278.7527966,-22035.10835,NA,NA,NA,NA,NA,NA,,,
10655,-37761.14774,1655.947068,NA,NA,NA,NA,NA,NA,NA,,,
333,-5335.360033,295.9689944,NA,NA,NA,NA,NA,NA,NA,,,
167,-150286.1625,4842.486085,NA,NA,NA,NA,NA,NA,NA,,,
21,-12481.72224,234.2797725,-343.3536802,403.7715749,739.7845712,24089.93999,-1505.114166,-2268.885277,-926.4968444,,,
42,-12491.2445,241.458146,165.1744798,387.595178,654.665859,24188.93643,-1852.42632,-2244.386555,-578.7321399,,,
84,-12359.24092,243.5271527,483.6507434,402.9694365,238.6206695,24504.64137,-1678.30725,-2591.586245,-1377.390952,,,
168,-12399.8259,243.2434865,488.2353573,405.3991655,223.1384461,24473.35894,-1673.878932,-2552.373662,-1345.884653,,,
336,-11458.5119,228.8620714,-26.13458583,406.1387305,57.75395991,24809.43335,-1323.40388,-2382.605249,-1542.373897,,,
672,-10352.16546,235.7042009,128.425838,356.8191417,18.60735699,25080.76387,-1680.043036,-2287.49947,-618.9923235,,,
1344,-132797.8475,1450.376599,-434.8730636,2564.370424,3814.572051,51577.32853,-12686.20869,-20393.50392,43877.8595,,,
2688,-3953.223079,280.8255464,-1194.744139,NA,NA,NA,NA,NA,NA,,,
5377,-10687.2355,389.43865,NA,NA,NA,NA,NA,NA,NA,,,
2689,-24433.26456,-376.8845694,-7885.520784,1890.107175,187.0512979,9425.598479,NA,NA,NA,,,
5378,-5645.766464,347.1029409,22133.76592,NA,NA,NA,NA,NA,NA,,,
10757,-5645.766464,347.1029409,NA,NA,NA,NA,NA,NA,NA,,,
5379,1682905.181,-35362.26375,-938194.5619,NA,NA,NA,NA,NA,NA,,,
10758,-13061.91204,722.1424781,NA,NA,NA,NA,NA,NA,NA,,,
1345,-10432.74791,244.4915351,-2.978142866,345.2215514,49.20813988,25057.40019,-1675.354628,-2149.656616,-955.032051,,,
2690,-6964.156339,255.9435889,181.3620641,175.2363946,-171.5035546,23524.05749,1046.855681,932.3599083,1122.764598,,,
5380,-5685.380508,222.0671756,-888.4343838,139.2794386,-512.2508105,25816.90806,1623.847347,4143.228621,2724.614524,,,
10760,2107.938565,468.3141119,-8897.397772,-292.7414267,-4751.753349,36570.73452,7234.284859,11319.6467,8369.579859,,,
21520,-19729.71919,145.580443,NA,577.5832886,NA,NA,NA,NA,NA,,,
43040,348.519875,162.1859625,NA,NA,NA,NA,NA,NA,NA,,,
21521,-1929.975377,633.4846807,-9438.598386,-361.9792716,-6090.176305,39615.85746,5454.919149,11027.69472,11671.2528,,,
43042,-4485.591703,861.6143675,-7658.982016,-545.6569726,-22099.74176,74515.47721,NA,15044.58314,13486.56588,,,
86084,1381904.148,-1780.336717,117426.0566,-42565.1729,NA,NA,NA,NA,NA,,,
172168,-164559.5257,5810.45245,55422.7881,NA,NA,NA,NA,NA,NA,,,
344337,-3833.44016,268.17364,NA,NA,NA,NA,NA,NA,NA,,,
86085,106446.6238,42.20767355,4719.259382,-3206.680717,-78559.11885,247861.4431,NA,NA,NA,,,
172170,-38369.99303,1276.233982,-22429.31941,967.231798,-4388.69345,NA,NA,NA,NA,,,
344341,-23897.96373,886.9212136,-21555.08307,781.4157527,NA,NA,NA,NA,NA,,,
688682,-31183.1629,2089.099295,-15039.27788,NA,NA,NA,NA,NA,NA,,,
1377364,-392125.8319,17128.37717,NA,NA,NA,NA,NA,NA,NA,,,
43043,-5567.28818,310.4383269,-683.4188201,-16.71578416,654.8361394,15483.85923,NA,NA,NA,,,
86086,-15889.861,310.4383269,4477.86759,-16.71578416,5816.12255,NA,NA,NA,NA,,,
172172,18225.49585,699.5932483,19867.75914,-1355.743471,NA,NA,NA,NA,NA,,,
344344,-33926.26467,839.9072167,NA,NA,NA,NA,NA,NA,NA,,,
344345,45257.6481,-1300.7401,NA,NA,NA,NA,NA,NA,NA,,,
10761,-9240.941422,222.4786188,1197.267358,196.9961702,38.90121945,26053.23578,2055.952979,4829.359385,1450.58129,,,
21522,-6274.379839,233.9566853,-367.0525514,156.1022597,401.2420949,31752.10541,-1462.733345,NA,NA,,,
43044,19313.20756,-586.4701263,NA,904.4961585,-1889.778728,NA,NA,NA,NA,,,
86088,19313.20756,-586.4701263,NA,904.4961585,NA,NA,NA,NA,NA,,,
172176,48682.72988,-671.5991765,NA,NA,NA,NA,NA,NA,NA,,,
43045,-16419.57695,704.6367,2972.89445,NA,NA,NA,NA,NA,NA,,,
86091,-5271.222763,333.0248938,NA,NA,NA,NA,NA,NA,NA,,,
21523,-10808.39715,228.4466077,1672.132166,225.5889105,111.3208087,25220.55525,2298.50769,5529.126537,1494.154097,,,
43046,-4368.608117,292.7070589,-962.7770734,0.972962963,248.3764141,13311.22872,93.44785084,NA,NA,,,
86092,-3780.667364,297.2098356,-1231.426949,-13.92344105,175.4517454,13027.14076,NA,NA,NA,,,
172184,2051.468607,105.6752143,NA,NA,NA,NA,NA,NA,NA,,,
172185,-37774.29251,3965.912032,-104005.4777,-1379.897284,NA,NA,NA,NA,NA,,,
344370,19910.82825,-216.74875,NA,NA,NA,NA,NA,NA,NA,,,
344371,-3470.22155,268.34629,NA,NA,NA,NA,NA,NA,NA,,,
43047,-5236.18206,195.276454,-104.8785507,138.2602824,472.0137529,26151.06391,765.7489654,6546.742368,-17.80414183,,,
86094,-102.9848133,214.4993901,-1082.23764,33.0668529,79.68768091,32104.24907,-1811.324263,-1138.618377,-2172.476427,,,
172188,184135.664,-1018.743467,-25266.81596,-2898.646131,-6562.757046,-3609.71913,NA,NA,NA,,,
344376,-3934.901589,311.9968239,-2222.658248,NA,NA,NA,NA,NA,NA,,,
688753,32738.9595,-799.3323,NA,NA,NA,NA,NA,NA,NA,,,
344377,136195.5023,-2143.777427,-36571.5719,NA,NA,NA,NA,NA,NA,,,
688754,136195.5023,-2143.777427,NA,NA,NA,NA,NA,NA,NA,,,
172189,-1615.529391,237.9214688,-2068.125168,87.55050309,186.0971726,33292.20237,-1811.815312,-2260.12937,-4144.853672,,,
344378,-2764.280236,304.8151216,-1887.391209,-33.53550737,-5.903179577,NA,NA,NA,NA,,,
688756,-3447.368431,285.4468615,-1152.699908,NA,NA,NA,NA,NA,NA,,,
1377512,-1334.085267,221.4079778,NA,NA,NA,NA,NA,NA,NA,,,
688757,-16900.1785,753.1203,NA,NA,NA,NA,NA,NA,NA,,,
344379,-3597.582907,232.0453628,-6242.02957,231.2532555,881.4956654,35160.40486,-346.5768732,-3367.884516,-10122.586,,,
688758,721.3183021,141.670803,-1745.889842,138.9453819,77.48643174,28883.10883,NA,NA,NA,,,
1377516,59983.98932,-1119.233142,-9739.905768,807.1706433,-3412.691232,NA,NA,NA,NA,,,
2755032,26817.0559,-688.8236685,-14315.92289,1106.492495,NA,NA,NA,NA,NA,,,
5510064,83603.694,-1182.896622,NA,NA,NA,NA,NA,NA,NA,,,
5510065,-1885.851243,243.2118433,NA,NA,NA,NA,NA,NA,NA,,,
688759,-27347.29114,-126.5408418,NA,2046.836843,-9705.64858,NA,NA,NA,NA,,,
1377518,-139422.961,933.0948418,NA,4148.326376,NA,NA,NA,NA,NA,,,
2755036,-148092.9631,8420.82395,NA,NA,NA,NA,NA,NA,NA,,,
86095,-7722.894626,117.7080278,6344.543256,311.9877127,-1993.20952,11164.24399,4597.575249,13698.3925,NA,,,
172190,-5577.243472,316.7173878,-298.11145,NA,NA,NA,NA,NA,NA,,,
344381,14692.66935,NA,-298.11145,NA,NA,NA,NA,NA,NA,,,
172191,-138922.3194,4425.912076,-69272.52614,3650.295506,-32663.893,NA,NA,NA,NA,,,
344382,160928.975,-2671.117123,NA,-1569.853019,NA,NA,NA,NA,NA,,,
688765,60901.1727,-1114.654026,NA,NA,NA,NA,NA,NA,NA,,,
344383,-30407.1424,1383.85022,NA,NA,NA,NA,NA,NA,NA,,,
5381,8149.64355,351.1200524,2021.429259,-260.0265001,-663.1525845,9028.898373,10479.44486,-3710.833974,-11576.5391,,,
10762,-46978.32652,585.8236162,-9171.512602,1146.968621,NA,NA,NA,-23966.13955,NA,,,
21524,-63653.90788,1536.675951,34904.84217,NA,NA,NA,NA,NA,NA,,,
43049,-2893.62707,243.9040185,NA,NA,NA,NA,NA,NA,NA,,,
21525,-3103.667136,254.1773023,NA,NA,NA,NA,NA,NA,NA,,,
10763,-39655.37877,-217.7163288,12418.65013,2467.553905,-16777.52562,-13383.39103,39372.73445,22851.39832,NA,,,
21526,72262.017,1024.762312,NA,-3619.08586,NA,NA,NA,NA,NA,,,
43053,133747.7557,NA,NA,-3619.08586,NA,NA,NA,NA,NA,,,
21527,-1178.998141,-344.9387129,26002.09832,1017.655381,-1552.175164,NA,NA,NA,NA,,,
43055,-14572.83492,-401.6493705,32061.9521,1479.080679,NA,NA,NA,NA,NA,,,
86110,-71723.78576,1541.41094,NA,NA,NA,NA,NA,NA,NA,,,
86111,28586.73929,-446.0217909,NA,NA,NA,NA,NA,NA,NA,,,
2691,-12642.51169,230.1023614,-246.6184888,477.7697953,2.152112923,26180.67044,-3190.559322,-4280.201758,-2329.76652,,,
5382,-12876.15551,222.7117422,-1298.25855,493.5382138,615.9138563,25453.09053,-2677.218151,-5384.53465,-1989.482351,,,
10764,1309.601812,145.7437341,-3060.417651,106.2385765,442.8207151,29904.62648,-4036.022879,-1317.335328,-1898.28918,,,
21528,1029.787858,129.2196476,-3229.531665,168.3856622,-389.3109256,26435.26333,-3336.687958,-4273.471286,-2028.951772,,,
43056,-2376.032705,222.552181,NA,NA,NA,NA,NA,NA,NA,,,
43057,-4028.522164,61.53718075,-3270.033186,412.0089772,-592.6235266,23279.9266,-1137.355475,-6231.532455,2498.492499,,,
86114,-3866.69856,724.85956,-16307.89848,1.39,3153.9528,1633.52408,NA,-8796.29264,-27347.0116,,,
172228,-465126.0754,-6126.625503,58487.96033,17864.80774,70718.00862,232760.2189,NA,NA,NA,,,
344457,-64852.53797,807.7290477,-11236.66846,1532.667485,12296.5819,NA,NA,NA,NA,,,
688914,-2921.015,240.05425,NA,NA,NA,NA,NA,NA,NA,,,
688915,-5446.34624,901.8458389,-20697.58603,NA,NA,NA,NA,NA,NA,,,
1377831,74387.19988,-2054.952166,NA,NA,NA,NA,NA,NA,NA,,,
172229,-6255.726657,316.3548796,NA,NA,NA,NA,NA,NA,NA,,,
86115,-94415.68284,-406.1370186,18637.87529,3390.345699,NA,NA,NA,NA,NA,,,
172230,2574.18195,110.3892528,NA,NA,NA,NA,NA,NA,NA,,,
172231,48167.19008,-702.0282147,NA,NA,NA,NA,NA,NA,NA,,,
21529,-64302.30411,2148.120054,64206.56547,-1670.559208,4194.16263,NA,NA,NA,NA,,,
43058,-95263.5926,1948.101131,47905.49305,NA,NA,NA,NA,NA,NA,,,
86117,-4408.347167,296.1875776,NA,NA,NA,NA,NA,NA,NA,,,
43059,-2465.529741,246.6891679,NA,NA,NA,NA,NA,NA,NA,,,
10765,-16008.32353,228.3355222,-1228.010258,601.0658675,602.8761992,24884.01269,-2266.220002,-5719.601081,-1828.331629,,,
21530,-16805.05106,248.7963301,541.8915503,500.9556122,969.1290646,19814.74639,661.7724883,-4127.102923,-529.0343369,,,
43060,-16938.71659,239.7409932,728.1501041,540.5874968,1017.931229,20604.6626,-291.3047774,-4710.769368,-1467.783375,,,
86120,-21993.38661,242.88767,-4219.566724,707.6458081,1266.237811,21074.35333,4664.497736,2144.086095,-757.0348862,,,
172240,4438.247488,619.0937273,-2658.905472,-787.2587664,9033.296411,-2809.141944,-5628.997774,NA,NA,,,
344480,-2957.011033,232.1581833,NA,NA,NA,NA,NA,NA,NA,,,
344481,-13676.40287,775.6879771,667.9353538,-631.1364975,8999.297313,2657.675764,-2785.369616,NA,NA,,,
688962,-39244.88659,-141.0660795,NA,2043.407173,NA,NA,NA,NA,NA,,,
1377924,-38516.92279,1246.918243,NA,NA,NA,NA,NA,NA,NA,,,
688963,19778.44929,306.0961636,242.1373205,-761.8641999,NA,NA,NA,NA,NA,,,
1377927,-58376.35075,1158.691464,29208.2142,NA,NA,NA,NA,NA,NA,,,
2755855,-3500.311945,273.5940636,NA,NA,NA,NA,NA,NA,NA,,,
172241,-10148.78797,202.0726855,-1235.369186,314.6714304,32.72319612,23226.34432,4485.280854,7148.655715,-82.09837211,,,
344482,-14253.64617,288.2713908,-686.0360682,259.6510559,1077.297838,21666.20852,4089.091522,5811.576819,1540.343881,,,
688964,-32834.98042,422.6220323,4117.529481,481.4403095,4510.774365,20905.64768,2043.873961,14882.2487,6167.28943,,,
1377928,1220.046746,268.9341818,-14354.12116,323.2843542,NA,NA,NA,NA,NA,,,
2755856,-13134.07442,268.9341818,NA,323.2843542,NA,NA,NA,NA,NA,,,
5511712,-4239.015624,289.102717,NA,NA,NA,NA,NA,NA,NA,,,
1377929,-56904.57967,1814.270368,20077.59242,-794.3900564,-5266.920644,53426.89276,9023.904154,NA,NA,,,
2755859,-11454.0197,334.1323863,-300.395208,103.3433669,1608.034128,31764.58526,NA,NA,NA,,,
5511718,63490.73479,-1740.352037,-17617.50972,1361.559848,NA,NA,NA,NA,NA,,,
11023436,188774.6642,-3508.110572,-41276.88134,NA,NA,NA,NA,NA,NA,,,
22046872,-2599.967505,244.3331864,NA,NA,NA,NA,NA,NA,NA,,,
5511719,-8361.51272,381.63807,NA,NA,NA,NA,NA,NA,NA,,,
688965,-2271.484888,298.0394001,1419.603385,-113.6404502,NA,NA,NA,NA,NA,,,
1377930,-6594.713474,316.6665522,1005.211013,NA,NA,NA,NA,NA,NA,,,
2755860,-4618.953897,282.0041034,NA,NA,NA,NA,NA,NA,NA,,,
86121,-12241.6315,175.6553139,5184.671118,676.6695579,216.4824733,20448.89834,-9369.588095,-14870.03389,-9443.074405,,,
172242,-2039.612224,252.8768153,-829.394691,-34.15726971,587.0876278,NA,NA,NA,NA,,,
344485,-6206.437318,192.0630274,1211.302364,127.4974105,NA,NA,NA,NA,NA,,,
688970,-2961.883516,242.1185258,NA,NA,NA,NA,NA,NA,NA,,,
688971,-9916.535,587.305,NA,NA,NA,NA,NA,NA,NA,,,
172243,21250.80353,-59.86461438,3724.619058,242.937216,-2339.804724,16934.30208,-17045.24468,-19581.45774,-14346.69673,,,
344486,2081786,-180950.3521,-1961392.533,264790.0013,NA,NA,NA,NA,NA,,,
688972,-287819.7219,5197.018804,91259.55733,NA,NA,NA,NA,NA,NA,,,
1377944,-196560.1646,5197.018804,NA,NA,NA,NA,NA,NA,NA,,,
344487,-8078.501618,89.59134551,672.7079558,549.4476688,-1336.287705,20474.73948,NA,-6251.293066,887.6547448,,,
688974,-3290.953205,263.7136421,531.8737454,-32.51187864,531.6860501,12089.98271,NA,NA,NA,,,
1377948,-37094.67694,638.8847627,6903.100859,124.710173,8049.06192,NA,NA,NA,NA,,,
2755896,18008.47892,-347.7702435,13525.4784,NA,NA,NA,NA,NA,NA,,,
5511792,31533.95732,-347.7702435,NA,NA,NA,NA,NA,NA,NA,,,
2755897,-2312.718932,243.9594816,NA,NA,NA,NA,NA,NA,NA,,,
688975,131008.1645,-5064.6605,NA,NA,NA,NA,NA,NA,NA,,,
43061,-168116.0366,984.3783253,-69136.56757,5130.973964,28716.49374,NA,NA,NA,NA,,,
86123,40637.97423,-14.71026673,16513.36937,-1295.911716,NA,NA,NA,NA,NA,,,
172247,-1455.00545,186.7451,-757.01045,NA,NA,NA,NA,NA,NA,,,
344495,-4158.6142,294.88945,NA,NA,NA,NA,NA,NA,NA,,,
21531,-4914.114284,194.9730012,-1890.193583,362.3005677,100.1931309,30163.33787,-5864.175797,-6784.375467,-3284.01943,,,
43062,-17403.86554,203.2799165,-5608.66636,582.4340901,2291.233784,19355.65655,-375.8023754,-2389.238421,9400.832717,,,
86124,-824.829559,229.0008966,-3585.809031,136.7812007,547.9871998,13911.32341,-4102.457588,-4744.931888,-2218.5267,,,
172248,-597.0449058,174.855771,-3470.840609,163.595741,2388.362465,NA,-3390.799671,-6275.365545,-1429.797504,,,
344496,-22733.89646,973.9179763,-4197.361805,NA,NA,NA,NA,NA,NA,,,
688992,-22733.89646,973.9179763,NA,NA,NA,NA,NA,NA,NA,,,
344497,271.6711542,241.1154546,-1793.898057,-37.22596672,978.0881354,NA,-1022.039706,-1495.449543,NA,,,
688994,-3164.004089,266.5536605,NA,NA,NA,NA,NA,NA,NA,,,
688995,-623.2840143,171.4517286,-4711.003892,106.8083201,877.9585857,NA,NA,NA,NA,,,
1377990,-8782.327429,362.1590643,NA,NA,NA,NA,NA,NA,NA,,,
1377991,7206.176531,126.0255406,-7170.634063,NA,NA,NA,NA,NA,NA,,,
2755983,35.54246875,126.0255406,NA,NA,NA,NA,NA,NA,NA,,,
172249,46916.79386,538.2495839,2905.289859,-2114.302094,NA,NA,NA,NA,NA,,,
344499,-9481.894142,641.722247,-7606.315383,NA,NA,NA,NA,NA,NA,,,
688999,-9481.894142,641.722247,NA,NA,NA,NA,NA,NA,NA,,,
86125,-52995.51391,-1013.864234,-21471.13904,4161.469363,NA,NA,NA,NA,NA,,,
172250,-135557.0232,6601.6247,NA,NA,NA,NA,NA,NA,NA,,,
172251,-435532.3244,9097.9956,NA,NA,NA,NA,NA,NA,NA,,,
43063,15226.23863,81.9313442,153.332391,-216.9163294,263.3415905,40241.06182,-3497.559771,-7398.170841,-2650.946213,,,
86126,20412.23907,110.0418889,2588.223204,-500.8305188,999.0393406,37318.24272,-1604.290491,-5455.903647,1863.907317,,,
172252,24643.66871,151.0618646,4249.221667,-550.8273903,307.3531003,34634.56571,-6191.340554,-8095.731156,-1933.200175,,,
344504,96406.98676,-395.6373786,18721.30554,-2293.32774,-6266.481108,36421.9297,28485.39064,NA,NA,,,
689008,-1133400.517,-1943.386297,NA,39186.64848,-35209.46219,NA,NA,NA,NA,,,
1378017,-993148.0984,816.5002874,NA,30823.3558,NA,NA,NA,NA,NA,,,
2756035,-216707.7659,10988.2077,NA,NA,NA,NA,NA,NA,NA,,,
689009,40065.64742,-599.1685364,48475.29415,NA,NA,NA,NA,NA,NA,,,
1378019,-2350.234966,915.6844059,NA,NA,NA,NA,NA,NA,NA,,,
344505,35930.99594,310.104,21688.52052,185.8426316,-11346.7006,-1744.960339,-46084.14894,-34876.79397,NA,,,
689010,-10153.153,310.104,-22650.66808,185.8426316,32992.488,NA,NA,NA,NA,,,
1378021,6670.211986,-1185.306221,-49661.5152,3137.310173,NA,NA,NA,NA,NA,,,
2756043,-510958.5151,9171.738988,303446.6664,NA,NA,NA,NA,NA,NA,,,
5512086,-10681.57858,970.4777332,NA,NA,NA,NA,NA,NA,NA,,,
689011,-24215.58138,1468.612582,-21251.4792,NA,NA,NA,NA,NA,NA,,,
1378023,-45467.06058,1468.612582,NA,NA,NA,NA,NA,NA,NA,,,
172253,2875.598304,173.3083263,-132.4044897,-32.60846608,-1293.589971,NA,NA,-1734.362036,NA,,,
344506,-1087.106231,263.0037932,-47.20315882,-70.05960052,-293.2701702,NA,NA,NA,NA,,,
689013,-1087.106231,263.0037932,-340.473329,-70.05960052,NA,NA,NA,NA,NA,,,
1378026,6325.9001,95.21105,-5615.61095,NA,NA,NA,NA,NA,NA,,,
2756053,-4905.3218,288.8528069,NA,NA,NA,NA,NA,NA,NA,,,
86127,412663.7022,-8271.37008,-20523.49349,-2564.120099,NA,NA,NA,NA,NA,,,
172254,-3208.64885,254.32925,NA,NA,NA,NA,NA,NA,NA,,,
172255,239955.9684,-5851.125609,NA,NA,NA,NA,NA,NA,NA,,,
5383,-61148.12146,379.2310946,12067.87738,1608.537313,-1480.232351,35241.51312,-471.130811,9679.359966,-312.0295111,,,
10766,-13483.47386,300.1673023,1889.892349,248.3667442,-10143.5757,36609.59268,NA,11167.2663,NA,,,
21532,49200.83115,-82.98859624,-17689.37407,-961.5992513,NA,NA,NA,NA,NA,,,
43064,-616.4207333,221.5178333,-2129.095517,NA,NA,NA,NA,NA,NA,,,
86128,-2745.51625,221.5178333,NA,NA,NA,NA,NA,NA,NA,,,
21533,277397.9919,-2147.565627,NA,-6146.368481,NA,NA,NA,NA,NA,,,
43066,-3716.414478,259.7620278,NA,NA,NA,NA,NA,NA,NA,,,
10767,-98045.13017,158.7877518,9943.880279,3369.521855,-2969.552348,41249.99062,NA,NA,NA,,,
21535,-259402.5179,-97.78249213,-83093.54929,13487.78499,-12650.56197,NA,NA,NA,NA,,,
43070,-399860.9478,589.7953516,NA,14358.1367,NA,NA,NA,NA,NA,,,
86140,-124323.1767,4153.689996,NA,NA,NA,NA,NA,NA,NA,,,
43071,95800.05215,-2567.80589,NA,NA,NA,NA,NA,NA,NA,,,
673,-18763.82985,232.4290081,-156.8083102,666.2374776,-186.0290183,24454.3069,3495.360566,-2941.272892,-3594.533094,,,
