names.node_leaves.x..,X.Intercept.,age,sexmale,bmi,children,smokeryes,regionnorthwest,regionsoutheast,regionsouthwest,,,
1346,-18801.49092,229.9424972,-63.29109699,669.2759565,-219.8068094,24469.97748,3541.537916,-2966.716693,-3695.418433,,,
2692,-8402.448792,216.8418324,-6854.27856,641.0404422,-871.4054036,36232.80699,-9071.206428,-9967.541183,-9372.840738,,,
5384,-48506.44305,-31.14244032,6391.845001,1868.664693,9289.791327,21739.00075,1516.398002,-16188.56285,NA,,,
10768,283476.096,-6269.3515,99329.6349,NA,NA,NA,NA,NA,NA,,,
21536,-7890.83304,352.62416,NA,NA,NA,NA,NA,NA,NA,,,
10769,2638.932061,1468.885815,-7894.024744,-820.1779993,-17300.59893,NA,NA,NA,NA,,,
21538,-21186.36115,991.22128,212.55711,NA,NA,NA,NA,NA,NA,,,
43077,-20778.2515,982.7189956,NA,NA,NA,NA,NA,NA,NA,,,
21539,-2803.776623,250.5222846,NA,NA,NA,NA,NA,NA,NA,,,
5385,-11543.12526,213.6600602,-1673.396841,320.7944898,337.1727367,33247.78511,NA,NA,NA,,,
10770,-291397.3705,-1386.951216,-55813.37124,11553.15432,-4324.256595,NA,NA,NA,NA,,,
21540,-165404.5156,-1044.071106,-20788.59306,6792.504862,NA,NA,NA,NA,NA,,,
43080,-3472.817139,255.8408472,NA,NA,NA,NA,NA,NA,NA,,,
43081,81154.5905,-1397.10495,NA,NA,NA,NA,NA,NA,NA,,,
2693,-20412.30482,224.2018994,263.3942241,704.7372704,-748.8156646,23626.22766,7456.452671,-2263.73041,-2778.223633,,,
5386,-8568.38037,420.3148175,-6713.550417,453.2500173,-1167.569354,25148.81925,8098.003742,-7411.20789,-12148.48202,,,
10772,-26569.93505,338.0484639,-1895.003706,845.3436282,-2036.366117,14617.52379,NA,-4730.482261,507.1403095,,,
21544,-2724.131291,525.6160599,6115.518978,-390.8859567,NA,NA,NA,NA,NA,,,
43088,-33843.53991,1306.953656,NA,NA,NA,NA,NA,NA,NA,,,
43089,-3239.504214,275.0961786,NA,NA,NA,NA,NA,NA,NA,,,
21545,21478.88096,158.0598216,-1128.063417,-779.9471327,NA,NA,NA,NA,NA,,,
43091,-5208.53617,286.9206522,-87.34265652,NA,NA,NA,NA,NA,NA,,,
86183,-5101.037515,283.5613192,NA,NA,NA,NA,NA,NA,NA,,,
10773,9082.400733,482.1811613,-12804.05772,115.9055727,-5465.796554,25173.66424,6534.312869,-9038.491666,-17836.9172,,,
21546,-48934.82858,40.82008874,NA,1878.983117,-7341.108401,29551.65609,26909.92458,NA,NA,,,
43092,193058.4316,-547.3632108,NA,-6739.087206,-20464.27499,117182.3496,NA,NA,NA,,,
86185,-78671.2777,655.8808832,NA,2467.065005,9077.346845,NA,NA,NA,NA,,,
172370,-35453.42192,2013.532619,NA,NA,NA,NA,NA,NA,NA,,,
172371,-23469.1939,1099.350861,NA,NA,NA,NA,NA,NA,NA,,,
21547,-184687.5789,-415.547161,39325.30509,4223.149762,NA,52574.2675,NA,NA,NA,,,
43094,352619.8182,-17434.8407,-5059.9989,NA,NA,NA,NA,NA,NA,,,
86189,443699.7984,-22494.8396,NA,NA,NA,NA,NA,NA,NA,,,
43095,-4261.561363,275.9936125,NA,NA,NA,NA,NA,NA,NA,,,
5387,-23126.41205,126.7807621,-2270.853873,784.1699309,1551.04415,21354.90762,2622.490503,3433.470063,4487.502292,,,
10774,-28585.25893,362.6619916,7708.922653,747.3876866,-2261.94529,22563.66969,5784.034399,1124.629116,1632.689423,,,
21548,-69659.2897,334.9527645,19867.84069,2048.053351,NA,NA,NA,NA,NA,,,
43096,-5174.867048,307.1577548,34527.51399,NA,NA,NA,NA,NA,NA,,,
86193,-94370.94486,3184.450588,NA,NA,NA,NA,NA,NA,NA,,,
21549,-926100.1434,6736.615707,316498.6888,26798.75585,-134893.5879,388829.8372,270245.6069,NA,NA,,,
43098,-35004.44047,133.5324409,7916.734443,1155.714042,-556.1025762,27006.51724,NA,NA,NA,,,
86197,19602.71793,302.0270529,-6848.978684,-758.2843444,1203.991514,NA,NA,NA,NA,,,
172395,17868.97015,398.3463741,-5644.98717,-758.2843444,NA,NA,NA,NA,NA,,,
344791,-2761.065382,275.807624,-492.44505,NA,NA,NA,NA,NA,NA,,,
689582,-2406.504946,256.109822,NA,NA,NA,NA,NA,NA,NA,,,
10775,53953.66344,-563.3073289,8686.855469,-1598.003405,-6233.536704,NA,NA,21808.85869,41222.07515,,,
21551,-79519.67026,1067.854414,3873.921438,2429.556453,-58571.67706,NA,NA,-10532.44697,NA,,,
43102,56644.84082,-1133.259062,39889.91898,-730.9192105,NA,NA,NA,NA,NA,,,
86204,35551.2818,-1337.147053,45403.35799,NA,NA,NA,NA,NA,NA,,,
43103,-80925.6597,3234.7106,NA,NA,NA,NA,NA,NA,NA,,,
337,-8636.709935,423.9027698,5127.708035,-104.6804335,3649.210285,23843.9898,-4386.419699,-3255.843305,-1278.56178,,,
674,-8776.865678,439.8354752,5394.67454,-122.5968059,3621.09953,23783.09774,-4026.959754,-3273.858509,-1472.04969,,,
1348,-11560.49406,474.0380102,9178.172112,-192.5779549,7031.067502,22563.36313,2436.434174,-3594.240646,-2061.513216,,,
2696,49049.42339,134.9317238,38547.74163,-2041.074263,17916.92819,23663.92724,NA,-18951.48669,NA,,,
5392,-309.3777043,172.8131391,-1076.1235,NA,NA,NA,NA,NA,NA,,,
10785,532.8059043,126.0251609,NA,NA,NA,NA,NA,NA,NA,,,
5393,-95425.07974,273.3172632,-33457.10566,3785.685291,NA,NA,NA,NA,NA,,,
10786,-39326.48111,1701.752453,NA,NA,NA,NA,NA,NA,NA,,,
10787,367431.7323,-15191.20715,NA,NA,NA,NA,NA,NA,NA,,,
2697,-37998.57242,558.2712551,18084.51397,501.1858787,11684.8523,38800.40647,NA,-15149.93468,-18995.25521,,,
5394,-15191.18255,938.66015,NA,NA,NA,NA,NA,NA,NA,,,
5395,-74882.48954,546.3662379,23586.46343,867.4940982,17130.93975,41515.66614,NA,NA,NA,,,
10790,-138339.866,3909.557433,-77051.71008,NA,NA,NA,NA,NA,NA,,,
21580,-2582.091095,240.428381,NA,NA,NA,NA,NA,NA,NA,,,
10791,-62669.1759,1444.37482,38390.78284,NA,NA,NA,NA,NA,NA,,,
21582,211550.7015,-4040.022729,NA,NA,NA,NA,NA,NA,NA,,,
1349,-6883.936779,328.9602444,-432.0492225,1.013413292,521.4309299,15269.70628,NA,-714.9985728,16777.24817,,,
2698,-6883.936779,328.9602444,16345.19895,1.013413292,521.4309299,32046.95444,NA,-17492.24674,NA,,,
5396,21303.55948,-135.6289292,-4992.007153,-42.9817736,-7372.405478,NA,NA,NA,NA,,,
10793,-5021.99898,298.2715966,-1401.028323,-1.892708653,NA,NA,NA,NA,NA,,,
21586,-5076.015215,298.2821735,-1415.402888,NA,NA,NA,NA,NA,NA,,,
43172,2177.924588,121.3568125,NA,NA,NA,NA,NA,NA,NA,,,
5397,-97738.5182,2266.087081,NA,NA,NA,NA,NA,NA,NA,,,
169,-4450.979154,284.9261359,NA,NA,NA,NA,NA,NA,NA,,,
85,-12494.37134,230.0819123,-411.4750619,379.8056389,1084.171957,23850.99519,-2326.405108,-1962.389959,243.4272169,,,
170,-10800.77913,210.7298112,-198.3996227,327.5759853,1197.570615,24348.00954,-2396.894593,-1405.195687,193.0138693,,,
340,-10351.94938,197.5275892,103.2191399,330.2177534,1080.700328,24234.06743,-2317.239572,-1880.217616,251.0495065,,,
680,-8031.053636,138.4223679,-1247.250339,375.7292994,2006.62966,23440.76728,-3779.455662,-2220.766802,-1866.875499,,,
1360,-16452.18799,630.9040805,569.0327652,-398.0633407,5056.696406,13285.5597,-1054.09946,18235.10848,2705.85073,,,
2721,-16350.17521,973.8592469,1875.320597,-791.2603468,3617.158478,114.3337669,3439.268549,23643.97018,NA,,,
5442,-5085.32156,146.9583965,-2444.193615,270.3630528,NA,NA,NA,NA,NA,,,
10884,1937.223555,85.721165,830.44368,NA,NA,NA,NA,NA,NA,,,
21768,-1488.356625,189.526625,NA,NA,NA,NA,NA,NA,NA,,,
5443,11486.15931,301.8513183,10995.08766,-497.3063024,NA,NA,NA,NA,NA,,,
10886,-3279.987761,257.8958581,14947.14876,NA,NA,NA,NA,NA,NA,,,
21772,-155740.9051,3247.32561,NA,NA,NA,NA,NA,NA,NA,,,
1361,-7557.145322,133.9893481,-1255.848856,362.6403113,2189.645634,23650.45171,-3447.510354,-2223.325382,-2055.494495,,,
2722,-7563.463277,123.9083502,-1115.245119,369.9720584,2193.641399,23518.29987,-3306.907725,-1906.573356,-1972.236806,,,
5444,-7318.19357,101.7784242,-1623.270522,407.0356328,2409.797011,23641.42701,-4073.928702,-3384.425755,-2689.355633,,,
10888,-3406.377971,107.0268125,-1071.69745,286.566872,2421.67227,24154.39348,-4352.017857,-4658.196884,-3313.758855,,,
21776,6860.690427,180.8777828,-431.7523049,-75.15274654,860.058533,21763.02025,-5096.826438,-6957.88257,-2885.662578,,,
43552,-1510.958538,443.0403455,3422.023774,-359.7720019,219.6771278,16473.93666,314.5671571,-1840.085923,13321.35566,,,
87104,-16527.20481,196.9845599,-3498.007888,359.1070661,3103.782559,19948.6515,NA,NA,NA,,,
174208,-16527.20481,196.9845599,-3498.007888,359.1070661,3103.782559,NA,NA,NA,NA,,,
348416,-739.3994823,226.0733701,630.5207442,-44.36189014,NA,NA,NA,NA,NA,,,
696833,-1162.73135,196.6239,832.86215,NA,NA,NA,NA,NA,NA,,,
1393666,-329.8692,196.6239,NA,NA,NA,NA,NA,NA,NA,,,
87105,-52425.63619,-1.563707523,1297.595327,1934.162777,1331.028018,22391.28805,NA,NA,NA,,,
174210,-97676.77783,-823.4737662,-36925.0631,5774.863985,NA,NA,NA,NA,NA,,,
348421,286836.7658,-6321.14428,-100656.462,NA,NA,NA,NA,NA,NA,,,
696842,51971.68767,-729.1186111,NA,NA,NA,NA,NA,NA,NA,,,
174211,-7033.564521,338.3450105,NA,NA,NA,NA,NA,NA,NA,,,
43553,5943.261223,368.8710443,-2700.082894,-112.1640919,792.4827892,29145.77907,-9937.501035,-9963.441243,-10167.78125,,,
87106,-1505.034595,419.3676123,-2610.643437,89.27125347,1352.647605,30827.82867,-11804.75964,-11475.76601,-11485.38398,,,
174212,-13066.07646,275.1970129,16765.90616,289.7869747,3911.176334,NA,NA,NA,NA,,,
348424,-2234.173712,246.961359,NA,NA,NA,NA,NA,NA,NA,,,
348425,-17025.83524,668.2149653,21682.4312,NA,NA,NA,NA,NA,NA,,,
696850,4656.595959,668.2149653,NA,NA,NA,NA,NA,NA,NA,,,
174213,-126891.7309,104.8059867,-21659.45423,4859.706784,12582.31214,7878.149329,NA,-28280.25449,-16389.18532,,,
348426,-277.2810524,291.5761465,-196.5005967,-151.7510488,NA,NA,NA,NA,NA,,,
696852,-1948.0601,255.91465,-2164.7117,NA,NA,NA,NA,NA,NA,,,
1393704,-38748.159,1338.2705,NA,NA,NA,NA,NA,NA,NA,,,
348427,11413871.99,3671.630286,136416.4123,-380495.3176,NA,NA,NA,NA,NA,,,
696854,26521.24618,-287.5777486,-16604.40736,NA,NA,NA,NA,NA,NA,,,
1393708,69218.29367,-2659.635943,NA,NA,NA,NA,NA,NA,NA,,,
87107,-2138.87965,224.0115,NA,NA,NA,NA,NA,NA,NA,,,
21777,-12716.58666,149.9456884,-2497.862111,606.8469476,2324.611782,23033.96379,-3949.693399,-575.1159963,-3802.974337,,,
43554,-11461.24468,167.7183154,-713.2403735,486.0495549,2764.598438,23383.41076,-3886.607049,3297.461649,-3986.764636,,,
87108,-37670.30396,-62.29408295,6613.914595,1089.738814,1326.662516,34784.20567,NA,NA,NA,,,
174216,-2886.098293,-62.29408295,-28170.29107,1089.738814,1326.662516,NA,NA,NA,NA,,,
348432,99926.9625,-3543.193278,NA,NA,NA,NA,NA,NA,NA,,,
348433,49972.52227,-714.4708565,-33442.32229,NA,NA,NA,NA,NA,NA,,,
696866,367674.584,-17435.632,NA,NA,NA,NA,NA,NA,NA,,,
87109,-36403.54835,546.4626639,-10273.04607,1467.236638,6414.160137,21881.99237,-24622.49895,NA,-19151.41666,,,
174218,-5914.603458,314.8584115,34864.9927,NA,NA,NA,NA,NA,NA,,,
348437,45041.92433,-579.1157603,NA,NA,NA,NA,NA,NA,NA,,,
174219,44196.0108,-54.53584297,44185.10541,-2251.959636,-12374.16237,NA,37848.02246,NA,NA,,,
348439,-3809.401399,266.2050765,-1193.79504,5.106093596,516.0588061,NA,NA,NA,NA,,,
696879,-4417.7916,285.8200794,-1128.698783,8.528309865,NA,NA,NA,NA,NA,,,
1393758,-4342.022684,288.380278,-1085.154938,NA,NA,NA,NA,NA,NA,,,
2787516,-18720.32561,559.6690125,NA,NA,NA,NA,NA,NA,NA,,,
43555,-32012.71003,659.7292966,-12495.64488,989.6952882,NA,NA,NA,NA,NA,,,
87111,-3216.425961,261.1020278,-634.14685,NA,NA,NA,NA,NA,NA,,,
174223,-3850.572811,261.1020278,NA,NA,NA,NA,NA,NA,NA,,,
10889,-25388.77412,72.245807,2970.389908,883.7298103,3125.197612,16229.02385,-8389.125873,NA,NA,,,
21778,-1902.070511,253.4547111,-1318.213722,NA,NA,NA,NA,NA,NA,,,
43557,10620.95985,-405.65215,NA,NA,NA,NA,NA,NA,NA,,,
21779,7257.496212,-653.9395675,4229.929663,1031.473406,NA,NA,NA,NA,NA,,,
43558,22190.3161,-210.8544696,63.22556957,NA,NA,NA,NA,NA,NA,,,
87116,22253.54167,-210.8544696,NA,NA,NA,NA,NA,NA,NA,,,
5445,-5442.975237,262.4259952,487.4564247,34.06879865,1456.877492,NA,-754.6236911,6164.623932,-1013.734096,,,
10891,-5318.95262,255.6355561,707.2573569,32.64653389,1489.720746,NA,-753.7900248,6357.06915,-967.2223744,,,
21782,-116775.2532,1658.452133,-13067.22432,1709.767144,NA,NA,NA,NA,NA,,,
43564,-12464.06949,456.48583,NA,NA,NA,NA,NA,NA,NA,,,
43565,-285133.3956,5786.22462,NA,NA,NA,NA,NA,NA,NA,,,
21783,-2859.937908,247.6569718,114.7391471,1.62389611,371.7420767,NA,-104.5057761,-716.4776589,-829.6686614,,,
43566,-1819.338389,275.1960877,-841.188548,-41.67952298,161.0729253,NA,133.469858,-1598.54645,-841.7313909,,,
87132,11040.85424,-61.03819,-8247.37042,NA,NA,NA,NA,NA,NA,,,
174264,11040.85424,-61.03819,NA,NA,NA,NA,NA,NA,NA,,,
87133,-6451.562322,429.8572735,-5035.644057,-46.88846984,80.15292921,NA,2062.469492,NA,NA,,,
174266,2956.292852,345.1941455,NA,-320.4856518,NA,NA,NA,NA,NA,,,
348533,14092.52828,-95.15314,NA,NA,NA,NA,NA,NA,NA,,,
174267,-4135.71885,360.25425,-4881.91465,NA,NA,NA,NA,NA,NA,,,
348535,-1485.536611,220.7709743,NA,NA,NA,NA,NA,NA,NA,,,
43567,-4255.968316,270.1381921,NA,NA,NA,NA,NA,NA,NA,,,
2723,-4040.167643,287.6210357,NA,NA,NA,NA,NA,NA,NA,,,
681,-14096.26449,229.9245518,953.0601573,352.2312714,837.039604,24305.24031,-802.3797597,-924.2314237,2169.217086,,,
1362,-12643.56857,229.6842173,1087.700668,310.0734844,897.4628815,24624.61178,-1338.154301,-959.509378,1586.876341,,,
2724,-12028.12975,307.9904241,-325.1029676,233.1755979,576.727609,21599.40148,-781.599112,-783.6106994,-271.1693763,,,
5448,-11622.66944,306.6362022,208.7554191,226.036189,791.0835833,18678.85705,-1255.482267,-1855.629522,-587.6560841,,,
10896,-3373.045837,252.3928213,-508.5064909,17.02244375,479.5723443,14945.35712,-411.5830983,-816.1620569,-775.0226899,,,
21792,-4859.946431,263.8544686,-527.962525,34.41623756,524.5444386,15309.44249,NA,-265.7357246,-404.7465667,,,
43585,-4803.020877,266.3251167,-293.6216667,34.59669456,520.232113,15748.05348,NA,-635.0747361,-702.9061966,,,
87170,-4943.774306,299.8157647,710.5532412,NA,NA,NA,NA,NA,NA,,,
174340,-3249.378115,245.1578231,NA,NA,NA,NA,NA,NA,NA,,,
87171,-6711.411476,308.0785182,-186.4183792,6.960747431,976.8197779,16471.46247,NA,NA,NA,,,
174342,1915.4745,69.007125,NA,NA,NA,NA,NA,NA,NA,,,
174343,53257.14295,-227.9054537,10653.51293,-1177.860144,NA,NA,NA,NA,NA,,,
348686,55347.66646,-1913.119943,NA,NA,NA,NA,NA,NA,NA,,,
348687,-5622.6932,289.5878375,NA,NA,NA,NA,NA,NA,NA,,,
21793,-2701.457322,253.1338522,-551.8676576,-1.333747719,467.8626077,NA,-538.95563,-1012.133902,-880.6885628,,,
43586,-1857.228161,279.8519835,-1066.969175,-38.6471314,183.8185527,NA,-302.3661545,-1724.390102,-1230.414221,,,
87172,17453.13569,-147.2865274,6383.36907,-342.2504283,2126.445954,NA,NA,NA,NA,,,
174344,-3854.724118,315.3477036,-1614.327271,NA,NA,NA,NA,NA,NA,,,
348689,-3854.724118,315.3477036,NA,NA,NA,NA,NA,NA,NA,,,
174345,-2509.617,202.1273333,NA,NA,NA,NA,NA,NA,NA,,,
87173,21.99011776,273.0971922,-2049.067852,-109.3008923,-46.19304335,NA,325.5052512,-878.1440574,NA,,,
174346,-2620.925916,267.6332842,NA,NA,NA,NA,NA,NA,NA,,,
174347,-132.148945,289.6774593,-1453.075439,-145.1889162,143.1162828,NA,NA,NA,NA,,,
348694,-3061.19014,222.60018,-311.60018,NA,NA,NA,NA,NA,NA,,,
697389,-3906.962057,244.8573357,NA,NA,NA,NA,NA,NA,NA,,,
348695,-3120.543,272.4206,NA,NA,NA,NA,NA,NA,NA,,,
43587,-4145.747103,238.7835745,-1086.122403,76.63232581,603.2659635,NA,-966.7680144,-741.047098,-1063.281866,,,
87174,-9184.161306,273.3237217,-1734.987826,196.5092409,622.0174835,NA,-380.1918683,521.2204919,NA,,,
174348,-47540.8116,1273.992833,NA,NA,NA,NA,NA,NA,NA,,,
174349,2695.140139,265.9130053,1592.704299,-235.8252862,322.5831922,NA,NA,NA,NA,,,
348698,7108.437371,325.12055,3213.153027,-446.742748,NA,NA,NA,NA,NA,,,
697396,-2458.443214,199.7134786,NA,NA,NA,NA,NA,NA,NA,,,
697397,-6660.436912,400.6726324,NA,NA,NA,NA,NA,NA,NA,,,
87175,36.79745966,255.5000759,-576.6061432,-119.2361714,-8.659821316,NA,NA,27.58200299,NA,,,
174351,24.48469041,252.9635724,-620.569668,-114.6713781,19.28584355,NA,NA,NA,NA,,,
348702,152.1341287,252.9910033,-600.3648911,-118.9819394,NA,NA,NA,NA,NA,,,
697405,-448.2307624,252.9910033,NA,-118.9819394,NA,NA,NA,NA,NA,,,
1394810,-9675.280167,429.6791833,NA,NA,NA,NA,NA,NA,NA,,,
10897,-21135.17846,310.4941297,2279.722532,575.7287818,264.1293465,22674.01786,-6232.05658,-6660.302383,1144.259634,,,
21794,-35540.49748,698.7716349,-7463.332765,696.3536123,2390.581814,20963.5393,-8565.371607,-4761.313388,-4605.188648,,,
43588,57629.0141,-359.2882625,NA,-954.6745568,3088.230226,NA,NA,NA,NA,,,
87177,94424.498,-913.0816298,NA,-1082.093221,NA,NA,NA,NA,NA,,,
174354,28067.83649,-244.8890662,NA,NA,NA,NA,NA,NA,NA,,,
43589,16301.65443,-336.1821209,32806.28186,-199.8981487,13611.27006,-8373.845518,NA,-11486.71229,NA,,,
87178,-3018.17391,248.9866104,37715.91433,NA,NA,NA,NA,NA,NA,,,
174357,-47918.07192,2044.982531,NA,NA,NA,NA,NA,NA,NA,,,
87179,4367.811711,69.37664095,16499.51463,-84.58683831,NA,NA,NA,NA,NA,,,
174359,-378.7787214,144.2359929,15578.36396,NA,NA,NA,NA,NA,NA,,,
348718,-378.7787214,144.2359929,NA,NA,NA,NA,NA,NA,NA,,,
21795,81776.56458,-771.8830508,-40835.75043,-1609.016116,9235.078395,50639.97268,NA,NA,NA,,,
43590,-26630.64754,662.6666785,3615.549671,101.9147542,NA,NA,NA,NA,NA,,,
87180,-9035.691167,415.9274167,NA,NA,NA,NA,NA,NA,NA,,,
87181,-38876.7244,943.9514,NA,NA,NA,NA,NA,NA,NA,,,
43591,-15461.5934,832.7889286,NA,NA,NA,NA,NA,NA,NA,,,
5449,-5200.600612,226.474064,-1164.036115,180.5000303,-309.1713727,26948.52741,-3943.452721,-245.3230978,-2049.730222,,,
10898,-14468.53803,273.069912,-1725.056236,351.2843972,420.1339748,32286.90867,NA,NA,NA,,,
21796,-147180.6263,277.470472,-10064.11742,5631.95639,-12279.88217,NA,NA,NA,NA,,,
43592,-1283.0466,202.5009,2132.6653,NA,NA,NA,NA,NA,NA,,,
87184,-1283.0466,202.5009,NA,NA,NA,NA,NA,NA,NA,,,
43593,84211.2158,-1263.94555,NA,NA,NA,NA,NA,NA,NA,,,
10899,-4596.25773,221.5126143,-2554.578368,220.8478346,-914.8850104,24765.20028,-4263.866683,-1758.215679,-2461.740378,,,
21799,-662.0215679,147.259337,-4067.760533,263.8134111,-1287.375584,26013.14742,-6821.0721,-3946.733074,-1542.363682,,,
43598,257147.9901,-47.90268919,-56532.45187,-8332.822034,NA,NA,NA,NA,NA,,,
87197,-13076.50047,800.2595536,-3776.760368,NA,NA,NA,NA,NA,NA,,,
174394,1275.18893,44.90748,NA,NA,NA,NA,NA,NA,NA,,,
43599,-5036.945342,325.7586869,304.5693129,-91.87785295,1399.255034,33335.16067,1025.401581,1442.960317,-674.2622742,,,
87198,23029.44413,657.0941026,20333.22612,-1540.121978,NA,NA,NA,NA,NA,,,
174396,-7809.631662,373.1049439,-1675.816995,NA,NA,NA,NA,NA,NA,,,
348793,-7809.631662,373.1049439,NA,NA,NA,NA,NA,NA,NA,,,
87199,-13544.4215,576.590982,-6813.447809,-10.46463674,1705.098005,16270.99899,NA,10353.07671,NA,,,
174398,1649.831102,228.7398366,NA,-119.680067,NA,NA,NA,NA,NA,,,
348796,-2665.561868,243.9507871,NA,NA,NA,NA,NA,NA,NA,,,
174399,-14347.97342,1250.79731,-33428.38173,-284.7180585,NA,NA,NA,NA,NA,,,
348798,-19311.66725,550.8654167,NA,NA,NA,NA,NA,NA,NA,,,
348799,-24252.60288,1248.661925,NA,NA,NA,NA,NA,NA,NA,,,
2725,-17743.59135,43.51138889,1378.979446,529.4857097,2480.452027,27480.97981,4576.624805,3742.683136,7184.235083,,,
5450,35935.03029,366.2891527,-14338.4976,-1242.361622,6679.303387,16725.16717,NA,22099.91638,-3007.078392,,,
10901,28848.58366,573.9093882,-12539.85229,-1217.253417,6470.365156,15405.95894,NA,9532.280491,-7466.018869,,,
21802,16133.56192,444.625183,-5914.216142,-715.1256962,4398.525237,13979.67331,NA,2974.851212,-6347.76161,,,
43604,-110756.2875,-307.5357256,43586.62878,3902.148483,-9887.577821,2949.459813,NA,-61872.29787,3177.606019,,,
87208,-4584.806279,285.5586759,NA,NA,NA,NA,NA,NA,NA,,,
87209,-70346.84663,-72.37717091,27902.33864,2427.398174,-5080.853607,6600.58892,NA,NA,NA,,,
174419,-171926.6851,-363.9934556,62885.33541,5938.747119,-16203.61171,NA,NA,NA,NA,,,
348838,-65825.91944,-254.8484286,34457.48067,2398.908405,NA,NA,NA,NA,NA,,,
697677,30479.59121,-1400.993556,60336.37146,NA,NA,NA,NA,NA,NA,,,
1395355,90815.96267,-1400.993556,NA,NA,NA,NA,NA,NA,NA,,,
43605,-681.0361,198.376425,3353.390325,NA,NA,NA,NA,NA,NA,,,
87210,-7387.81675,358.0616786,NA,NA,NA,NA,NA,NA,NA,,,
5451,-39679.43157,138.6294877,2720.670373,815.384004,5684.23665,28325.62911,11405.0094,4111.436851,15546.57666,,,
10902,-36582.83951,149.0086004,3447.613003,662.6640354,5550.205267,28881.80006,10873.50089,5342.392023,16420.42091,,,
21804,-45007.73719,134.8351513,1267.900501,1007.419353,5778.386694,28792.71178,12946.47953,3868.052098,14770.71091,,,
43608,64183.65299,-120.2013503,3789.311832,-1759.654183,1895.658146,48742.98625,NA,NA,NA,,,
87217,-159922.5226,1292.27926,-11555.48056,3972.399173,-4145.241667,NA,NA,NA,NA,,,
174434,1988507.73,-33466.2135,100335.1732,NA,NA,NA,NA,NA,NA,,,
348869,15249.32403,-21.15576667,NA,NA,NA,NA,NA,NA,NA,,,
174435,-5754.5762,322.5629,NA,NA,NA,NA,NA,NA,NA,,,
43609,-48255.06704,289.237921,-8108.284317,2404.092503,-3586.456493,NA,NA,NA,NA,,,
87218,29640.54925,285.7418867,-341.29476,NA,NA,NA,NA,NA,NA,,,
174437,28831.55427,298.3824333,NA,NA,NA,NA,NA,NA,NA,,,
87219,11245.46095,244.6325,NA,NA,NA,NA,NA,NA,NA,,,
1363,-45448.36065,183.6285117,7332.171183,1081.94926,-1345.469871,25949.91929,11523.76027,9668.764315,15897.43494,,,
2726,12273.36262,420.1940435,-16566.88586,-1681.235351,3646.922648,51223.40329,32320.62271,35066.80531,22238.03209,,,
5452,3287.903595,200.1333039,9837.684501,96.1783148,-7432.031487,NA,NA,NA,NA,,,
10904,-103630.3504,5058.48235,-181894.2223,NA,NA,NA,NA,NA,NA,,,
21809,-285524.5727,5058.48235,NA,NA,NA,NA,NA,NA,NA,,,
10905,-858.8021087,188.3200978,NA,NA,NA,NA,NA,NA,NA,,,
5453,-2722.497486,486.041992,-25224.78502,555.0743234,NA,NA,NA,NA,NA,,,
10907,-27947.28251,486.041992,NA,555.0743234,NA,NA,NA,NA,NA,,,
21815,-15607.9803,525.5910375,NA,NA,NA,NA,NA,NA,NA,,,
341,23719.45965,605.8047974,30.54999236,-1179.405437,1187.333808,22195.07188,NA,10466.97786,-11563.91266,,,
682,-3744.499523,203.2404901,-2003.837786,86.65737699,735.2619495,33855.85954,NA,NA,NA,,,
1364,-7997.706538,372.2782692,NA,NA,NA,NA,NA,NA,NA,,,
1365,-42856.84214,1742.705478,-10374.60246,616.8997345,NA,NA,NA,NA,NA,,,
2731,-30597.70333,1701.400017,1113.948117,NA,NA,NA,NA,NA,NA,,,
5463,-9432.6891,587.4519,NA,NA,NA,NA,NA,NA,NA,,,
683,-13000.58687,812.8011316,NA,NA,NA,NA,NA,NA,NA,,,
171,-35223.57164,229.5367658,-8785.750215,1394.181559,1439.16342,17642.36816,-1941.017565,-13434.51471,832.0939122,,,
342,-29612.76228,141.8439947,-16909.51295,1504.228092,2878.023813,16730.81838,-7856.776148,-22457.52675,-5182.034592,,,
684,-34643.63455,304.2735822,-8682.361565,1296.349752,2299.910634,11265.73112,-7287.025747,-6139.722984,3889.3086,,,
1369,-29989.62821,213.2344192,-13531.25105,1343.196662,3788.080829,11579.76158,-9052.763887,-15211.54915,NA,,,
2738,116966.6109,638.2723962,126422.5516,-6182.626674,-25411.67548,134665.0192,NA,NA,NA,,,
5476,-65749.25037,752.725368,-35950.12482,2581.511911,NA,NA,NA,NA,NA,,,
10952,5136.485208,-179.200432,10979.18022,NA,NA,NA,NA,NA,NA,,,
21904,16115.66543,-179.200432,NA,NA,NA,NA,NA,NA,NA,,,
5477,115288.0299,-1600.574521,NA,NA,NA,NA,NA,NA,NA,,,
2739,-94178.04923,2221.841648,NA,NA,NA,NA,NA,NA,NA,,,
685,65251.91571,-285.2029989,1974.210974,-1641.585903,NA,NA,NA,NA,NA,,,
1370,36950.97474,-460.3054952,-11486.79343,NA,NA,NA,NA,NA,NA,,,
2740,25464.18131,-460.3054952,NA,NA,NA,NA,NA,NA,NA,,,
343,-52430.23879,1700.458138,22559.30629,NA,NA,NA,NA,NA,NA,,,
687,100973.044,-2811.40312,NA,NA,NA,NA,NA,NA,NA,,,
43,-12078.38816,215.2656943,-1574.739529,439.7769066,841.2729622,23660.17543,-508.3337086,-2525.931697,-1897.492848,,,
