"nodename","intercept","age","sexmale","bmi","children","smokeryes","regionnorthwest","regionsoutheast","regionsouthwest","r-squared"
"2693",-12283.7223448508,225.616056299026,-2438.04824847516,361.844781465878,-172.35540120215,23970.6803953207,2038.25577638764,1462.47370363012,2719.09146600436,0.776158184383908
"5386",-13510.9290672788,274.358655721439,-4052.79624567871,455.438781069058,-14.4015836680777,27084.0642180803,-4774.98265895424,-4135.6753874058,-1703.51906211979,0.911682211660792
"10772",-39770.5770262901,-28.934645569621,-9150.59030769231,705.074682006866,10198.6248432327,44431.544508994,28973.1063972736,7847.37937426332,NA,1
"10773",3619.31343262518,243.447933123234,-1744.05768888552,-116.180740424128,-1530.85200522452,30875.073687144,-9049.69485235267,-110.988994316105,3309.0325924396,0.959735078743791
"5387",-6776.30870244797,106.691936501374,-3332.60250798554,366.820513239592,-1328.61334531826,22328.6559801597,6129.72629963027,3704.55612569237,3281.11867609645,0.583333017824677
"10774",-47779.0609793084,-105.309522831093,-21417.1214705636,2734.90724938001,-243.588042837948,18656.2360436637,-2846.0822105621,-18644.1452173422,-13324.7130388745,0.771925096685074
"21549",-89317.0145116532,712.460052689485,-26023.9117085557,3000.93092570448,-6996.32915103923,39272.0190986517,9632.09470056533,NA,NA,1
"10775",1945.62695498381,172.17509955584,-2760.55664511225,-22.6323920611424,-1715.61739474211,19411.2272897043,1924.11098563483,NA,NA,1
"337",-7048.22559738305,330.329413863183,5173.4584890569,-40.7566962348397,-1526.07910520196,20430.0340492576,3195.67489642265,6750.49878437551,493.780434067562,0.786835443120958
"674",-6595.33713397235,280.224205987118,5517.05633437447,7.91830070654791,-508.020359420037,18396.5297702391,3085.30002133018,4319.17695705448,-1554.59162857515,0.718516589893656
"1348",-16042.9134522491,384.03658099332,13915.3293083473,-203.564143369674,-3026.07143919532,17350.641998956,14951.5377471269,17556.7562073258,2124.19231297227,0.896868665920443
"2696",-33229.7676442902,445.581595029798,18646.2411006752,15.9599050690609,6833.05958967258,41375.0245743771,25631.8425245622,NA,NA,1
"2697",2838.1441253374,112.440913142778,-1750.49546169286,-53.690310056059,484.636580386188,15947.5003528272,-402.817607446887,-67.8900352273569,NA,1
"1349",743.516302974164,238.164452585912,-2569.8155601101,-30.0476406923068,568.27939325803,NA,-438.086065884345,NA,-998.17194616164,0.999129006373158
"2698",743.516302974154,238.164452585912,-3567.98750627174,-30.0476406923068,568.279393258031,NA,560.085880277295,NA,NA,0.998983324812773
"85",-9518.52966490055,265.150497781095,471.087429403597,263.037100991811,471.1614573789,24431.7634821779,-423.432658890749,-2338.39406267529,-592.19388075548,0.757727022419292
"170",-10164.1360075197,270.548118281335,431.922261407666,280.433571759185,426.813788692268,24313.6790725499,-196.573911989561,-2237.92209171036,-419.433550184744,0.744029697978657
"340",-10559.7933863731,294.956117797427,852.840446148019,260.805204553935,239.393445770477,24850.7757100944,-676.46224534284,-1928.5414962102,-774.147906398922,0.769008202028186
"680",-13900.7362915608,290.774255727445,2719.29358821506,301.464578834396,-33.7237371824566,23129.7109731402,744.993678595281,763.106638913655,1427.92204586029,0.76918360323821
"1360",781.245054422213,205.440657172652,477.026407742947,-0.451178387538107,-388.450919637621,18777.0360113407,-2935.68509756892,-1237.60598826826,-3003.92776145474,1
"2721",-24167.0267586542,63.3728888347161,11309.3275894685,878.318522671862,-5767.98610628957,18072.5556343247,5837.36575134077,-6615.6765587518,NA,1
"1361",-17590.1478287475,310.313179951506,2798.02853274982,417.484839237493,39.2244869459935,23501.3238634712,604.563128153023,413.152936723785,1000.05114658811,0.774393101873362
"2722",-18229.9348136397,313.099945486727,2895.9798838651,425.023138307477,71.6909083416638,23606.4500171598,832.914752839567,605.788300458782,1223.78581119104,0.772836116934088
"5444",-14355.8382420806,342.488720062996,1304.70987637202,257.828052683277,657.706377721135,20596.7555742415,1329.52152896304,1926.99272809009,651.820311978983,0.736401051011605
"10888",-13405.3316910991,327.099510665491,1803.30117063076,264.543349735764,516.745427930181,18258.3924066417,933.060943131275,3019.89804334278,-168.062699323034,0.695317444208973
"21776",-17529.0960933429,412.944109037155,3834.57069169864,286.273644059295,226.627395542439,18863.6723578523,-448.671465749227,125.456470198519,-1750.884501386,0.779747117526888
"43552",-48251.1710683283,545.965223495668,9833.05450988946,1129.04880609834,-1332.74122686057,20136.9567790477,3489.01610459492,-4455.4240093406,-4922.18423763777,0.951819172714643
"43553",15559.0650050439,309.075102413583,-2932.09740005446,-527.631177847506,3905.23698206081,12999.4186226093,-9752.78261029773,-7599.5968864317,-9136.80801422035,0.793609511126895
"87106",24331.0991082587,261.356244546449,-7015.20329406601,-727.642142019585,4633.73832677719,10378.8358720005,-9293.31716928687,-5074.88951790517,-10041.3631448168,0.850758255766821
"174213",-234340.058008125,-328.064077330715,-4113.39961943088,7854.09457114817,-6478.43411403333,NA,-66292.3523829636,93592.8163525416,48314.515570049,1
"21777",-4919.75866127783,221.184818759053,1183.08536342976,117.387750541158,501.17042515717,12563.0947708848,1100.61974224389,11110.3597157069,748.541951544535,0.695899847840347
"43554",-1185.08323497422,209.788457226568,3491.00304723951,-31.4477667039059,2881.6950017224,13073.6486393286,-365.163274862921,7148.22838559677,-4231.5251564548,0.735248236056731
"87109",-67428.7705819573,862.380477013571,-10155.0240752215,1917.65914746458,-4095.6305303391,6357.84257114017,3110.38349144474,13534.2450829356,-9602.82151155864,1
"10889",-7984.70607080672,328.797124588895,-90.0395364673917,23.7221725672278,633.186163281092,32223.868769201,352.816994002714,NA,NA,1
"5445",-26020.1656747496,376.087872979761,1702.17573343635,906.669886083309,-2681.24794134061,22438.0150273034,-8629.65074630622,-9325.40262300917,-3028.21539621198,0.934370601675044
"10891",-22240.0127302996,376.338110393159,1592.16016935968,811.799507728561,-2997.72148364014,21247.0968419727,-9334.15138043477,-10862.6288346875,-3344.17673296323,0.921461077784871
"21783",-39111.8574718844,379.856734493319,-9760.28401654231,1831.45998905387,-4378.25202206108,16323.4780422168,-17062.5515736443,-29491.9380597908,-12928.167955543,0.980370376579482
"43566",-42763.6880034669,-149.704843918074,-17669.908071089,2291.64012355729,1083.57609682531,20895.9723715876,-8899.97219559844,-31981.4490826962,-11208.8804620316,1
"681",-8471.154296512,292.37310394687,-559.711620127279,254.00001366309,250.364643190028,26346.0880968366,-2179.32605871552,-3347.4789823104,-2408.91146338227,0.788454366141883
"1362",-7484.42001833919,294.284845132581,-503.599769189025,220.844506004994,112.790295112246,25711.6767709314,-2315.94254128153,-3133.92742456557,-2106.13383104555,0.779323922327619
"2724",-4888.18419776521,266.077534832006,-1605.11036321495,161.327827243452,-178.342761643589,25471.4018751098,-1154.6952100735,-1290.14781783943,246.410456249158,0.780988474035974
"5448",-8416.32968420067,264.208698267679,-2809.39716977846,325.216905605766,-479.808283068064,24865.5955720937,154.094336515028,-779.387332318927,459.345871634258,0.797101403101501
"10896",-13628.4302356283,299.363906152633,-3537.81304326185,487.145880153813,-693.704835212034,23823.919340376,1714.87665907961,-178.257132369817,-93.9099639194297,0.781078311459941
"21792",41500.1989829255,710.783388522683,19542.0637544151,-2581.10297998503,1321.41483563402,40495.1055270803,-2785.3078761826,-5737.69370204149,3842.3106361866,0.996616697015037
"43585",44342.5174813932,750.958226199863,15910.3005903806,-2624.59577142037,-53.7327965023876,39320.5918364171,170.332577914932,-4664.74894324794,5214.05449863255,1
"21793",1502.85780645395,84.3847474157142,-5358.66852213602,211.153693534458,348.022992434641,21313.6451255137,1304.7743399561,-2557.32643662717,6198.46787980136,0.791418908598952
"43586",-136358.053130941,1350.24684342914,-13335.5228703084,2930.73379078601,-1327.84536445589,24997.7359438768,33187.2561278002,24429.7067173552,-17878.3083796388,0.9347839748384
"87173",-2049801.29059562,25101.4860967753,-729289.473101769,22292.5909925568,442368.888486371,-1086846.23543429,-425148.198630292,NA,NA,1
"43587",7850.44286039319,87.3604266700117,-6171.41044056141,21.7471974931826,1422.34379394091,29509.5842934785,-6035.52334440466,-3490.022593409,8059.54524098939,0.940156880697308
"87174",-7468.42076468557,261.388385625432,-58.6685158949419,151.362080165861,663.043135279891,NA,-1259.14304612992,-1441.35001779545,NA,1
"10897",-1147.07280411756,358.885251487179,-4467.12935196479,-247.827588242914,143.59782079754,23815.3294548344,2014.08340281154,6651.3879104123,8592.05134955598,0.864464576765632
"21794",-10010.4398713364,280.539792881521,7669.52241322257,298.809973851835,-507.457414964217,36197.2896654725,-1477.52425456629,-7689.67974207309,-5694.4824782865,0.993699848398538
"43589",-5869.9849744048,140.164275127976,9235.69413991573,271.700508073222,-1026.34572833115,40307.9531790781,NA,-5291.27799304692,NA,1
"5449",-6525.55015151955,387.378368992321,2228.7917959382,-135.300007973124,-6.22308712673677,21402.4223833479,-1132.83043680177,3041.62352005088,4292.91996644255,0.87049238009183
"10899",-7642.77489828184,470.59502459209,3853.060443079,24.1271529077088,-1626.36806424604,23010.6183418334,-10172.066152805,-1536.49679818211,-2201.1056221389,0.914004608944659
"21799",-6288.32038357892,462.428453769172,3936.28851477169,-21.1570879187587,-1726.72622830533,22650.7654648033,-9620.8524987829,-1115.76692847835,-1049.25613967586,0.912114213570917
"43599",-15580.9314621557,445.024933908793,6013.13511729505,-174.504116311473,2992.8543984454,16157.9308461274,3586.98654568456,16738.6316770656,11798.0989194921,0.969836619305704
"87199",369504.63432636,-2516.72051020284,14108.0862857072,-8100.695714282,-52563.2364693632,167250.409265245,54211.177265282,NA,NA,1
"2725",-11185.8142852834,345.409640991095,2903.04824818031,305.720237555446,61.7673365785823,25047.1752166704,-4840.75443492262,-8018.64861697085,-6073.50264907652,0.846264204214797
"5450",-24803.6094778514,501.832514877925,-4129.68752362162,627.659596972497,161.413746857759,18983.8564315136,-9580.73844056889,-7124.50572147966,-3470.73630288685,0.988956769130718
"10901",-29135.3662687006,520.953367198624,-5740.53794375611,814.591625647763,-271.337617665557,16264.6084882655,-11779.8443715413,-9000.22622112429,-2515.36158546951,0.994786533608052
"21802",-29200.3042531665,522.129670373554,-5833.29574804394,816.094205649,-261.780329229861,16194.7670059517,-11817.509949184,-9029.53899478653,-2444.27592377034,0.994683501249537
"43604",-1883.38352265688,233.728918983377,-231.587387249488,-5.07431495390358,269.892683586659,NA,-429.325882533007,-830.135070231013,-284.619192681452,1
"5451",-20151.31503974,234.991585634453,8338.21822967071,838.955283388429,-756.370426375356,23487.6566521988,-4291.38936352332,-23033.658570532,-10012.4564820645,0.809977337714849
"10902",-33382.8644958132,148.7401859161,10353.9034565995,1363.52431211475,-211.025326398083,21860.0339162091,-69.3090671585032,-28146.6633633042,-10393.1480112769,0.837815288666963
"21804",-35227.3081174118,218.284815878762,10678.6728720944,1331.45908923366,-327.880064251212,21936.4286573657,-493.925941022412,-25964.4291081868,-10326.777100323,0.842712718391899
"1363",-55124.8562419641,511.833292498996,-10051.6923491077,1514.22124794893,-4206.38797807333,38917.0804786544,12194.0275858129,17091.0895917195,-9130.69437041796,0.966967130017798
"2726",-51086.3120732568,534.683096126887,-10333.8191725724,1250.86623026954,3449.03192565452,34786.8812716415,-1504.27342866603,-11473.2517507673,-6507.89871757743,1
"341",-24043.392536971,-210.431569086728,-11843.5746955519,1611.52305453351,-4154.4644397799,37991.3142783575,11113.7111809987,NA,14105.1924812878,1
"171",-6300.40118518491,34.0635647251517,-2259.57668121872,374.397977987456,1968.72982498881,30953.9414030915,-3387.07654162501,-6797.10915251567,-32.8544106676638,0.957408835546898
"342",-3074.37059247275,224.539853189421,-1035.06271106659,63.8340337132898,620.72101536432,15099.5946315171,-1104.29099470802,-2124.61307134348,-570.543849842478,0.999655123146233
"684",-2461.21100907395,224.494542087654,-1387.63463216436,53.3393292512469,625.73852863523,NA,-1427.51250330778,-2241.66851941441,-516.003545327809,0.999980579773755
"1369",-4702.87952848835,224.494542087654,854.033887250045,53.3393292512466,625.738528635229,NA,814.156016106624,NA,-516.00354532781,0.999971990167076
"43",-13728.6295532311,259.493179416586,-456.535087037619,422.886228525072,-38.1561273617493,23742.8683977229,1451.73297498533,-958.935508565021,-279.175966719491,0.692242852055398
"86",-14382.769830623,264.386864638728,-483.067203409989,431.9279713197,-297.609508229489,25106.1576606696,1578.26033166056,-597.873860895429,1061.75721449126,0.71810283937605
"172",-15536.7415596215,265.560546061858,-31.3754674185227,435.123628670062,-187.111110087663,24912.7268793591,2515.21628261054,-3.47394952971624,1612.12353997198,0.719131584335011
"344",-18345.7768218684,278.634792038598,-663.947582238166,509.8303376347,-190.731401939143,24692.4436702554,2718.65390007849,-29.9456803160776,3607.14204902229,0.723778443035803
"688",-17595.4268705447,266.019919491576,1240.56526852842,423.930889276579,-56.0961858758881,27869.6461791486,4308.23866623443,1175.80349764152,5852.67109223335,0.759695360196863
"1376",-16931.7128903498,221.898141947596,2063.7504921963,500.601934696446,-443.233253726062,26037.0947479249,3704.74113078751,-2436.80920599421,4566.29464836917,0.815861233429276
"2752",-25399.1423750095,371.013709554267,9473.14982251177,194.418949220111,1906.69166534153,28212.9870966876,11916.4483840741,2288.82585112376,17005.0137861771,0.94843385886893
"5504",-34692.9460276735,440.666148864405,10849.4518469451,-288.817415115211,6018.67901267067,30620.1276347637,26838.7787648818,18321.6083071586,36491.9374556819,0.99959285281979
"11008",-31309.4171548121,309.196606037809,13393.7426190226,-295.273910809539,7313.79694649042,28175.5904512182,30636.0784455389,18368.9411773804,35711.3116624894,1
"5505",-47049.8471246935,330.92243341617,9794.54555302476,958.153850553887,2997.73229519273,28611.8756745458,NA,0.980842373468601,NA,0.987474549138991
"2753",-16546.8857887586,214.809054852744,333.950892255535,599.594821009989,-258.588167359643,24984.7145283256,1387.93135836344,-5472.09319905482,1844.70386026378,0.781437854747057
"5506",-20081.9152483978,196.642591422887,1340.66615280161,635.286050792947,-215.318946513858,25504.0373639817,3301.46194251459,-3453.36702411209,3493.6922921937,0.848478423954108
"11012",-31142.8802776779,357.549485110483,623.174972820911,771.858978987569,-959.479085642926,26216.9876061167,1365.30060317254,1886.80891503088,10810.8302610039,0.94985383592968
"22025",-35044.3801699752,269.60239988737,2105.76435771705,1033.66374277444,-3946.72214757286,23628.2265190255,4966.79475074577,-3149.58864645385,10283.3630577459,0.962825554285231
"44050",-96228.2604310998,1238.92815722374,11652.8869177018,1686.38094448327,-7457.64571082241,19014.3422256321,NA,6059.36571210593,20879.6750197511,1
"11013",-12432.4390470212,170.281230236244,6752.12810545192,134.379014394876,1389.13423588243,4908.34564910166,11446.3328083097,2322.19663970195,10501.5782758676,0.773082176223892
"22026",-6793.35001052499,256.615314121037,-3433.72842876833,129.382889362235,1356.09140897131,6660.44883961908,-495.248018857287,-693.520332477133,NA,1
"22027",-4588.49635923956,394.24445905524,-5516.16015270661,97.2287674780901,-384.726339582233,NA,16055.2345252035,-5690.96711041757,NA,0.994138660036865
"5507",62217.9914985942,22.3469411880311,-17119.8393084873,-1071.23928791879,6757.66356278188,11874.5081842576,-6954.84785005467,-7480.15874844766,-121.28041705426,1
"1377",-28641.5082414231,427.06921399767,-290.636842668983,584.806621878761,-244.671383960905,34739.59851504,5352.66216592746,5410.52810421686,10464.6573458593,0.773640315572092
"2754",-51828.0497872329,1140.28237989785,-11860.8172149806,813.506657469291,-3702.61359314193,-3955.66774687423,44385.9095475942,6547.38425258035,38179.3867519209,1
"2755",-16617.8093755889,300.187289606259,3134.75632595303,234.978603218031,-758.959327585407,34603.3691603369,4090.48664067995,7045.01923359202,2749.67278378376,0.802511041430983
"5510",-2992.85847684639,272.893895479763,-38.7713425253664,-27.3897817439031,380.755242159517,55043.6622769176,-194.446333325171,-867.83089039025,-907.288779335215,0.99972986887242
"11021",5641.79538726641,316.729128504673,-1041.37138960281,-437.278165887852,-449.754201518694,57015.4034259813,5422.16358235983,NA,NA,1
"689",-11052.5351927837,257.834478782537,-4334.4038325664,441.231300796176,-2.96656164386932,16969.8219412714,-2630.35567455306,-1475.51267666677,-1937.72924096122,0.83388876933768
"1378",-13510.3815049633,214.642494518213,-3070.29144079252,502.335255864219,-156.125697878601,16983.4644896491,-674.002319735059,709.705771616104,-636.95781511015,0.848720697239284
"2756",-19331.9626985762,253.508999277438,-3796.93694325347,731.278974551561,430.845576565387,15642.0637602721,-1030.8249749214,1852.89333459779,-3572.32637710704,0.931443927910481
"5513",622705.087036441,1408.55305347895,15268.4087444083,-27293.0246257416,26402.3725603254,39292.6244595745,-38996.9769171979,288111.267171064,NA,1
"1379",-13328.6218581228,477.342278267164,-6547.57626178299,266.695107830257,-239.079215670732,NA,NA,-764.931190604514,2134.51954277433,0.846079718330754
"345",-4314.00512100269,254.911427608052,-944.597906533443,119.347360936618,197.696553962338,26114.6836504425,2053.05692381944,1956.53218127622,-4169.66055443885,0.767474969814008
"690",-242359.47006413,1030.5063173337,26212.8003775273,1661.60298310924,30082.4858707187,136000.119427811,113592.132221351,46661.5987464975,NA,1
"691",-18518.0360791704,543.543381962563,1035.51985300825,186.249346243922,-1203.98748778324,27226.6192114002,1601.53366285356,2340.22067177452,-4224.55667180433,0.9138026701352
"1383",-12875.0787914378,431.295104788892,558.732258848217,362.275710278859,-2412.85960073842,27365.1832303489,-979.602161183026,-6528.1290090057,-8745.00079093319,0.896665665423637
"2766",-3061.91627364295,405.235348344113,-3454.83548924165,-199.268483245152,1011.73331530473,35925.0163171467,NA,4781.18890362537,NA,1
"87",-12201.0819800392,267.051960607623,362.180955090124,378.360556921645,878.013797326106,19851.8621972747,-357.345855881751,-2151.19307176816,-2876.84014863448,0.649472182391886
"174",-11797.6130144999,271.336079384251,769.72050055367,363.176424021894,650.908950567454,19035.2452982201,-472.817430538382,-2044.24844012044,-2483.19680294862,0.613715787426731
"348",-16558.1242787316,288.448655134456,2881.84451707078,453.428083327371,720.546008177672,16682.7175439701,-1621.53359450548,66.0458253368909,-1066.00306125934,0.623817933964534
"696",-10295.4037604099,124.225017565996,-955.627722851686,422.127000524231,1343.60677923406,16347.5504738314,-1340.15716094026,1923.76911820438,1464.53667399145,0.68123761346598
"1392",-11986.6411954668,80.2233768135081,-2203.33840352188,583.707166897721,1508.68300837613,16866.2268266925,-2113.57869745875,1181.08219469293,965.673327889528,0.694245088101845
"2784",-23874.2930253384,325.087127635565,4806.29462003862,675.732563628704,2344.35525106076,15984.3231901872,-8295.84664510206,4845.91093634233,-2033.5238129926,0.783559826800387
"2785",-6463.27200907324,32.7357362627052,-4199.47706819145,440.594300275621,2373.88899022194,17552.3701041261,-2003.82083204094,-2019.60583444703,1140.59178114765,0.735298004209247
"5570",-11174.144139879,121.121542204611,-5915.83584049187,382.873858761155,2982.98315980892,22472.1464806846,2303.74789754239,2967.15138107839,3796.48549275736,0.925483670330616
"11140",-40725.5886173453,211.989767593331,3366.40894623216,1045.44955972414,2527.63459031888,18645.3325593449,4842.46969288304,4893.34938669533,3129.51763391076,0.946654991490336
"22280",-44032.8607139969,94.8522232832067,4428.87828532222,1105.83718706304,7206.90714495865,18067.7045028095,108.428732725503,10906.0812515919,NA,1
"1393",3808.6971246652,213.866309339217,-2733.25351192982,-135.957429856115,500.76019788856,9529.1245236788,-284.699821550218,1181.99995389686,NA,0.99972391694225
"697",-67967.1639376073,1236.67470526667,2950.6251162963,376.68769185185,1977.60145985184,34362.9438223333,19957.5602744518,5350.22512053334,-3311.41421976295,1
"1394",-36678.4247654243,1481.37434041903,4685.0861317441,-1123.38669988677,224.389514507359,32548.7913548245,16255.1891663419,8370.99992689697,NA,1
"349",-10939.7711331034,260.49054687994,611.128804305605,447.701213188517,459.813228350938,27983.7039344297,-257.046475415674,-8921.34961887831,-7946.98587090723,0.811082823723038
"698",-20455.0175865509,524.565428396073,214.478157723515,394.350945201908,4369.62491376962,23701.542045348,-170.079751507819,-15668.6976378864,-7495.48645074057,0.8201170756146
"1397",-22760.2120378472,575.532876538153,-3922.47162452018,330.101119448771,7713.36503849789,NA,1143.28200537266,-16882.4372408986,-2833.23254131246,0.659400664377387
"11",-6831.64291154815,218.939330153898,-3424.82984982994,611.568949774218,-360.987424245031,21808.453241182,-10595.6706744977,-11403.685203466,-13895.2784897227,0.775865719793489
"22",3894.06242802375,221.448542317292,-6287.04117872027,360.282105139254,117.701410080477,19415.5208987462,-14149.1823024228,-14773.6794882392,-17084.5982955239,0.756048150579005
"44",-6258.42166494882,295.839544770562,-20085.4852154242,1099.37990164847,-4453.16318061395,9075.70958701797,-14683.3595983442,-18460.8992788933,-42001.6602958112,0.858377182945948
"88",-18345.8841732139,514.207405794966,-23432.9118048411,1262.11191795162,-4945.2638493538,10580.1744399539,-16305.9933171922,-20156.5915073716,-50350.2019403434,0.852290488243441
"177",-367765.273048656,4087.36677266946,62071.5839466155,3081.09909745555,18110.4000360055,164143.107422328,-1957.042508246,NA,NA,1
"45",7653.51888069399,239.113981949987,2618.71023233597,147.178454646841,-2854.17442482181,15327.5429287069,-13282.4627166159,-15454.7986871405,-8633.48246344194,0.824592050806475
"90",54404.1161213528,-5254.85242595382,162330.84161866,5007.10886305371,-93612.3937522822,-37911.1276861634,-25909.6953722375,88789.1556106008,285479.246741855,1
"180",13167.6572464136,-132.672566279296,9204.8727957853,492.08138294162,-4054.44735400647,9986.18488706775,-17480.8519659442,-10741.0606930912,NA,1
"23",-18611.0492091908,316.288408323504,86.6042815297756,569.390173405967,64.4307818415693,28615.7673654047,-3515.31010709273,-2506.5782072534,-5396.07179587381,0.877305248844983
"46",-25609.5817174236,326.424468194945,-126.730470107728,664.82992070165,472.202823213331,28840.555005139,-40.0102359560367,426.444807125594,-1897.30443502124,0.8776508696034
"93",-19314.7116633874,359.177677868534,1424.90115656719,704.263876002905,-1759.06337396566,30394.1613572875,-7638.23528894313,-9161.64020949195,-10415.11669428,0.861039484849489
"186",-42459.5093022833,454.422643006964,3842.92866081426,1211.66585491904,-981.49620823953,31004.0014116338,-5899.56716885067,-10125.9503652505,-2284.22546944711,0.921407525286525
"372",-20598.5098596296,752.638051397936,-14773.998944912,195.271777306817,7227.83675476179,44281.0067549165,NA,-9812.35862289173,3351.18787780025,0.995540692527425
"373",-7500.30851868851,284.121053114749,1019.30621573752,67.2638360655807,940.904280000017,36056.9407036064,-22436.2427796719,NA,NA,1
"3",-11919.4184061346,200.593706227878,-517.532997626988,428.962364282457,1049.63935891411,22570.8076847439,-3080.75129065442,-1650.19865641962,-2848.22993657196,0.782021234505207
"6",-13512.7735901059,187.202887489469,-574.62695992151,476.957844650962,1037.80169107654,23337.2737942462,-3488.96676807958,-793.287735407018,-1951.3332037182,0.806131552392108
"12",-13612.5650777935,191.980852384176,-771.043417689831,472.404140610426,776.980437645849,23734.2898899167,-2696.02568073038,-643.780124916923,-1027.379027683,0.811689556814378
"24",-15520.0422412454,243.706171681547,-1436.75750261954,475.451029282249,635.018441698332,23284.25291684,-2828.53194192957,-231.770625553925,-814.904709148218,0.797246604052389
"49",-15540.7068045331,245.510204831045,-1153.38920619275,481.510891228939,290.001853902162,23414.5557693909,-2903.49892965371,-491.095971855913,-1520.40475491162,0.80121868109243
"98",-18714.8116227373,281.268339341465,-685.022502499685,543.657143789673,565.295551155334,23432.0197766905,-1840.78922596778,7.31354881554981,-2190.88337232615,0.798742736909698
"197",-17772.5047016576,317.892587270281,-1675.32045522085,488.881389989479,95.9168122643578,24280.3420411896,939.803889227126,-154.667997110143,-2176.09980629086,0.811478123164127
"394",-16274.1890788133,261.031002610929,-498.971475408663,470.506202060792,632.020384321393,25485.9859670056,1146.06139669951,1393.77254825962,-3086.24725330794,0.837376984256997
"788",-15940.4387569989,263.654423380466,-866.571826379009,458.740620439844,840.312420524106,25521.3196510593,1825.43893532376,1312.38968312252,-3134.47231970629,0.828661349758736
"1576",-10882.9163528842,257.03675325201,617.713326770697,310.431705490866,-1521.67590298846,20742.4271552693,12435.4273641739,3237.31821032582,-3344.94018762245,0.795237856927653
"3152",-12156.3104530059,267.944520174903,1917.52436996299,351.912255015113,-2336.77315905468,20291.1542530261,NA,2770.21942000612,-5317.36248953197,0.739709354315963
"6304",-436.524423523687,179.187673826397,-1329.17767797009,144.661860420778,-1621.90301572498,25050.1318234102,NA,1859.89438502333,-7790.07244645846,0.735839367989154
"12609",18838.9697604418,-39.508564460626,-4648.09736398218,-100.385430099289,-1569.93939589003,21184.8515294782,NA,-1894.90279379599,-8746.41748047833,0.530816801436688
"25218",60117.1237824852,-471.79664023132,-2181.41858656167,-1077.33822931642,7319.0242378078,30883.7837497538,NA,-2897.35090850576,-34277.8897910802,0.898950410901734
"50437",60117.1237824851,-471.796640231319,-2181.41858656168,-1077.33822931642,7319.0242378078,30883.7837497538,NA,-2897.35090850575,NA,0.89794818326223
"395",-54736.1958329949,1022.48108099291,-8920.30107832356,868.434238096322,-4175.46755720837,28981.1451840022,9690.89390431432,NA,NA,1
"99",-9838.41581530838,204.675707604727,-1844.99846152622,378.348066654845,-266.77036599972,23384.6423980312,-4654.18341629447,-2576.9903213077,-1706.42037520408,0.838772103058554
"198",-2083.38040047798,317.378101741209,994.155334926593,-150.168893820416,1270.32611812905,15777.4107053602,413.004068282683,NA,NA,1
"199",-7848.2159142124,221.257141207211,-3150.44641647882,349.537276875348,-535.3246614378,25030.20589019,-7465.94760242442,-1874.21944275902,-3065.50207391622,0.843278777136502
"398",-5507.8771925172,199.119650954733,-2683.21628064737,312.246627469594,-759.187042825661,25140.6629925846,-7234.40761407595,-2234.88157617684,-2447.21794208775,0.837376457527887
"796",-26353.3536286021,310.245582600661,528.805281105257,820.65956169358,-1260.89271469696,23646.4244803448,-9244.9828755907,-6508.57977763837,-4993.90970958459,0.913930585264684
"1592",-15676.2392963988,194.834519454452,-5817.72440488634,722.551026380141,-357.784906262826,22741.3826542409,-14096.0896205266,1170.01187387983,-1604.95637167111,0.932499989434579
"25",-4750.23831244377,-79.9321631763868,155.121020590446,484.195762611182,2208.33998103764,26225.9302118735,-2058.40017506577,-2579.70157172077,-3239.91430833209,0.932326129463471
"50",-11736.6289748617,34.3351767930681,-965.358628716566,550.92716558285,1391.86069129001,28910.6387593963,-8673.82519940431,-1821.82852737892,-273.022307081685,0.951858152054003
"100",-26706.5199391437,127.760552096671,684.611836650954,894.241482509598,698.918822860555,27014.31533586,-7708.7805038568,-186.793739820303,3028.09811899212,0.962769282049731
"200",-36391.2673694124,142.467786148693,6865.09451584509,1076.64120243752,2352.01040436722,22481.633340612,-5427.06626546724,4317.5957023952,-6467.77035399664,1
"401",-94857.5965812484,902.015053501861,NA,2042.52327850403,2152.95470695178,26009.0626789888,-9546.06337970739,22472.2592109774,NA,1
"13",-15674.7728652928,274.521693011892,-2592.79496023226,561.629726944988,2031.07106752157,18469.2523839975,-7807.3715208437,-3860.430999598,-8070.83344076545,0.818375221877762
"26",-27464.0739625872,267.65134471225,-6950.31778952522,1228.66640942259,946.091082236145,15724.5074725463,-8119.41961891995,-9360.02556258106,-23229.753608196,0.864378059637336
"53",-42821.5985465481,-2829.98338115462,-12213.5145037081,4672.60662903205,669.867846936272,91425.3019360991,33113.8277011933,-24187.1272715219,-55030.963008195,0.999315294946737
"7",-5714.25125386116,239.972107918916,205.733221448807,216.900375784179,1379.02888221813,21067.5642494382,-4005.2774348825,-3669.2886311595,-5634.17982185211,0.740167756059057
"14",-779.935127431384,203.97387427759,2022.75986115941,109.460948112385,1208.82260370085,20646.3398394176,-5322.35554490806,-5371.3685075415,-5878.66327462345,0.746619396538138
"28",-8883.57429060642,210.875123220451,-2017.34920247039,327.212598809986,2323.4170387798,19280.8501123089,-4141.88516154376,-2882.80600604452,-4898.1864941185,0.765968323611302
"56",-6077.7209375681,222.473814189193,-8202.4159872825,294.531476638699,4486.47769637117,10741.0490712234,-7693.67498247811,-5828.52329659152,-4111.77258202631,0.866481449878709
